COMUNE;PROVINCIA;REGIONE;NOME LOCALITA';ABITANTI LOCALITA';QUOTA LOCALITA';ID FEATURE;CODICE LOCALITA'
SANTA TERESA GALLURA;OLBIA-TEMPIO;Sardegna;PORTO POZZO;236;9;25;1002
SANTA TERESA GALLURA;OLBIA-TEMPIO;Sardegna;RUONI;305;98;19;1003
SANTA TERESA GALLURA;OLBIA-TEMPIO;Sardegna;SAN PASQUALE;193;139;37;1004
SANTA TERESA GALLURA;OLBIA-TEMPIO;Sardegna;SANTA REPARATA;15;22;12;1005
SANTA TERESA GALLURA;OLBIA-TEMPIO;Sardegna;SANTA TERESA GALLURA;2703;44;5;1006
SANTA TERESA GALLURA;OLBIA-TEMPIO;Sardegna;TERRAVECCHIA-PORTOQUADRO;39;61;3;2008
SANTA TERESA GALLURA;OLBIA-TEMPIO;Sardegna;VALLE ERICA;2;34;17;2009
SAN TEODORO;OLBIA-TEMPIO;Sardegna;ALDIA BIANCA;0;75;731;2001
SAN TEODORO;OLBIA-TEMPIO;Sardegna;BADUALGA;106;29;535;2002
SAN TEODORO;OLBIA-TEMPIO;Sardegna;BUDDITTOGLIU STRAULAS;381;76;541;1001
SAN TEODORO;OLBIA-TEMPIO;Sardegna;CALA GIRGOLU;1;4;730;2003
SAN TEODORO;OLBIA-TEMPIO;Sardegna;CALA PARADISO;2;12;514;2004
SAN TEODORO;OLBIA-TEMPIO;Sardegna;CALA SUARACCIA;1;8;516;2005
SAN TEODORO;OLBIA-TEMPIO;Sardegna;CAPO CODA CAVALLO;4;50;518;1002
SAN TEODORO;OLBIA-TEMPIO;Sardegna;CASE PESCHIERA;16;5;525;2006
SAN TEODORO;OLBIA-TEMPIO;Sardegna;FRANCULACCIU;62;102;549;2007
SAN TEODORO;OLBIA-TEMPIO;Sardegna;L'ALZONI;52;23;528;2008
SAN TEODORO;OLBIA-TEMPIO;Sardegna;LA PADULA SICCA;0;12;540;2009
SAN TEODORO;OLBIA-TEMPIO;Sardegna;LA PIPARA;0;5;512;2010
SAN TEODORO;OLBIA-TEMPIO;Sardegna;LA RUNCINA;9;22;534;2011
SAN TEODORO;OLBIA-TEMPIO;Sardegna;LI MORI;90;50;530;2012
SAN TEODORO;OLBIA-TEMPIO;Sardegna;LU FINOCCIU;0;6;537;2013
SAN TEODORO;OLBIA-TEMPIO;Sardegna;LU FRAILI;84;82;521;2014
SAN TEODORO;OLBIA-TEMPIO;Sardegna;LU FRAILI DI SOPRA;10;33;524;2015
SAN TEODORO;OLBIA-TEMPIO;Sardegna;LU FRAILI DI SOTTO;8;28;523;2016
SAN TEODORO;OLBIA-TEMPIO;Sardegna;LU IMPOSTU;2;8;522;1003
SAN TEODORO;OLBIA-TEMPIO;Sardegna;LU LIONI;43;64;533;2017
SAN TEODORO;OLBIA-TEMPIO;Sardegna;LU MIRIACHEDDU;4;29;538;2018
SAN TEODORO;OLBIA-TEMPIO;Sardegna;LU MUNTIGGIU DI LA PETRA;21;40;539;2019
SAN TEODORO;OLBIA-TEMPIO;Sardegna;LU NIBBAREDDU;0;60;513;2020
SAN TEODORO;OLBIA-TEMPIO;Sardegna;LUTTURAI;39;23;520;2021
SAN TEODORO;OLBIA-TEMPIO;Sardegna;MONTE PETROSU;142;50;515;1004
SAN TEODORO;OLBIA-TEMPIO;Sardegna;NURAGHEDDU;54;19;527;2022
SAN TEODORO;OLBIA-TEMPIO;Sardegna;PUNTA MOLARA;16;36;511;2023
SAN TEODORO;OLBIA-TEMPIO;Sardegna;SALINA BAMBA;6;13;517;1005
SAN TEODORO;OLBIA-TEMPIO;Sardegna;SALINEDDA;0;22;519;2024
SAN TEODORO;OLBIA-TEMPIO;Sardegna;SAN TEODORO;735;15;532;1006
SAN TEODORO;OLBIA-TEMPIO;Sardegna;SCHIFONI;33;107;548;2025
SAN TEODORO;OLBIA-TEMPIO;Sardegna;SITAGLIACCIU;37;125;529;2026
SAN TEODORO;OLBIA-TEMPIO;Sardegna;STAZZU BRUCIATU;32;116;546;2027
SAN TEODORO;OLBIA-TEMPIO;Sardegna;SUAREDDA-TRAVERSA;356;14;531;1007
SAN TEODORO;OLBIA-TEMPIO;Sardegna;TERRAPADEDDA;28;94;536;2028
SAN TEODORO;OLBIA-TEMPIO;Sardegna;VILLAGGIO NURAGHEDDU;1;12;526;2029
TELTI;OLBIA-TEMPIO;Sardegna;TELTI;1392;332;173;1001
TEMPIO PAUSANIA;OLBIA-TEMPIO;Sardegna;BASSACUTENA;388;73;56;1003
TEMPIO PAUSANIA;OLBIA-TEMPIO;Sardegna;FUMOSA;6;298;164;2001
TEMPIO PAUSANIA;OLBIA-TEMPIO;Sardegna;LI LIERI;6;233;42;2002
TEMPIO PAUSANIA;OLBIA-TEMPIO;Sardegna;NUCHIS;334;504;132;1001
TEMPIO PAUSANIA;OLBIA-TEMPIO;Sardegna;SAN PASQUALE;60;139;39;1004
TEMPIO PAUSANIA;OLBIA-TEMPIO;Sardegna;TEMPIO PAUSANIA;12703;566;145;1002
TRINITA' D'AGULTU E VIGNOLA;OLBIA-TEMPIO;Sardegna;CANNEDDI;0;35;83;1001
TRINITA' D'AGULTU E VIGNOLA;OLBIA-TEMPIO;Sardegna;COSTA PARADISO;12;154;72;1002
TRINITA' D'AGULTU E VIGNOLA;OLBIA-TEMPIO;Sardegna;FALSAGGIU;38;171;79;2001
TRINITA' D'AGULTU E VIGNOLA;OLBIA-TEMPIO;Sardegna;GREULI;12;0;64;2002
TRINITA' D'AGULTU E VIGNOLA;OLBIA-TEMPIO;Sardegna;ISOLA ROSSA;115;23;87;1003
TRINITA' D'AGULTU E VIGNOLA;OLBIA-TEMPIO;Sardegna;LA MARINEDDA;5;10;86;1004
TRINITA' D'AGULTU E VIGNOLA;OLBIA-TEMPIO;Sardegna;LU COLBU;66;206;76;1005
TRINITA' D'AGULTU E VIGNOLA;OLBIA-TEMPIO;Sardegna;NARAGONI;21;16;61;2003
TRINITA' D'AGULTU E VIGNOLA;OLBIA-TEMPIO;Sardegna;NIGOLAEDDU;26;326;100;2004
TRINITA' D'AGULTU E VIGNOLA;OLBIA-TEMPIO;Sardegna;PADULEDDA;131;210;92;1006
TRINITA' D'AGULTU E VIGNOLA;OLBIA-TEMPIO;Sardegna;PISCHINAZZA;15;141;91;2005
TRINITA' D'AGULTU E VIGNOLA;OLBIA-TEMPIO;Sardegna;TAMBURU;34;160;62;2006
TRINITA' D'AGULTU E VIGNOLA;OLBIA-TEMPIO;Sardegna;TINNARI;3;214;82;2007
TRINITA' D'AGULTU E VIGNOLA;OLBIA-TEMPIO;Sardegna;TRINITA' D'AGULTU;1334;365;97;1007
TRINITA' D'AGULTU E VIGNOLA;OLBIA-TEMPIO;Sardegna;VACCAGGI;24;161;69;2008
ARZANA;OGLIASTRA;Sardegna;ARZANA;2929;672;689;1001
BARI SARDO;OGLIASTRA;Sardegna;BARI SARDO;3592;51;699;1001
BARI SARDO;OGLIASTRA;Sardegna;CEA;3;10;693;1002
BARI SARDO;OGLIASTRA;Sardegna;TORRE DI BARI;63;7;701;2001
BAUNEI;OGLIASTRA;Sardegna;BAUNEI;2652;480;667;1001
BAUNEI;OGLIASTRA;Sardegna;OSULAI;46;75;676;2001
BAUNEI;OGLIASTRA;Sardegna;SANTA MARIA NAVARRESE;1323;9;674;1002
CARDEDU;OGLIASTRA;Sardegna;CARDEDU;1109;40;708;1001
ELINI;OGLIASTRA;Sardegna;ELINI;460;472;691;1001
GAIRO;OGLIASTRA;Sardegna;GAIRO SANT'ELENA;1489;685;698;1001
GAIRO;OGLIASTRA;Sardegna;TAQUISARA;222;760;696;1002
GIRASOLE;OGLIASTRA;Sardegna;GIRASOLE;547;8;684;1001
ILBONO;OGLIASTRA;Sardegna;ILBONO;2330;400;732;1001
JERZU;OGLIASTRA;Sardegna;JERZU;3471;427;709;1001
LANUSEI;OGLIASTRA;Sardegna;LANUSEI;6083;595;733;1001
LOCERI;OGLIASTRA;Sardegna;LOCERI;1421;190;695;1001
LOTZORAI;OGLIASTRA;Sardegna;LOTZORAI;1786;11;679;1001
LOTZORAI;OGLIASTRA;Sardegna;TANCAU SUL MARE;137;9;678;1002
OSINI;OGLIASTRA;Sardegna;OSINI;1123;645;702;1001
PERDASDEFOGU;OGLIASTRA;Sardegna;PERDASDEFOGU;2522;599;726;1001
SEUI;OGLIASTRA;Sardegna;SEUI;1784;820;700;1001
TALANA;OGLIASTRA;Sardegna;TALANA;1204;682;665;1001
TERTENIA;OGLIASTRA;Sardegna;BARISONI;0;4;728;2001
TERTENIA;OGLIASTRA;Sardegna;DISPENSA;8;8;722;2002
TERTENIA;OGLIASTRA;Sardegna;FOXI MURDEGU;3;4;727;2003
TERTENIA;OGLIASTRA;Sardegna;IS ERRIOLUS;53;108;724;2004
TERTENIA;OGLIASTRA;Sardegna;TERTENIA;3506;121;718;1001
TERTENIA;OGLIASTRA;Sardegna;ZINNIBIRI MANNU;5;12;725;2005
TORTOLI';OGLIASTRA;Sardegna;ARBATAX;1861;10;687;1001
TORTOLI';OGLIASTRA;Sardegna;TORTOLI';6744;13;688;1002
TRIEI;OGLIASTRA;Sardegna;ARDALI;90;51;673;1001
TRIEI;OGLIASTRA;Sardegna;TRIEI;1086;140;666;1002
ULASSAI;OGLIASTRA;Sardegna;ULASSAI;1728;775;704;1001
URZULEI;OGLIASTRA;Sardegna;SILANA;9;1025;656;2001
URZULEI;OGLIASTRA;Sardegna;URZULEI;1504;511;662;1001
USSASSAI;OGLIASTRA;Sardegna;USSASSAI;871;710;705;1001
VILLAGRANDE STRISAILI;OGLIASTRA;Sardegna;PRIMO SALTO DEL FLUMENDOSA;8;832;685;2001
VILLAGRANDE STRISAILI;OGLIASTRA;Sardegna;VILLAGRANDE STRISAILI;3000;700;681;1001
VILLAGRANDE STRISAILI;OGLIASTRA;Sardegna;VILLANOVA STRISAILI;718;845;680;1002
ARBUS;MEDIO CAPIDANO;Sardegna;ARBUS;7258;311;785;1001
ARBUS;MEDIO CAPIDANO;Sardegna;BAU;15;143;793;2001
ARBUS;MEDIO CAPIDANO;Sardegna;FUNTANAZZA;1;25;760;2002
ARBUS;MEDIO CAPIDANO;Sardegna;INGURTOSU;19;250;787;1002
ARBUS;MEDIO CAPIDANO;Sardegna;MARINA DI GUTTURU FLUMINI;2;22;762;1003
ARBUS;MEDIO CAPIDANO;Sardegna;PISTIS;0;5;741;1004
ARBUS;MEDIO CAPIDANO;Sardegna;PITZINURRI;21;360;790;2003
ARBUS;MEDIO CAPIDANO;Sardegna;PORTO PALMA;7;12;748;1005
ARBUS;MEDIO CAPIDANO;Sardegna;PORTU MAGA;0;20;766;2004
ARBUS;MEDIO CAPIDANO;Sardegna;SANT'ANTONIO DI SANTADI;95;6;738;1006
ARBUS;MEDIO CAPIDANO;Sardegna;SA'TANCA;23;340;777;1007
ARBUS;MEDIO CAPIDANO;Sardegna;TORRE DI FLUMENTORGIU;9;46;745;1008
BARUMINI;MEDIO CAPIDANO;Sardegna;BARUMINI;1423;202;740;1001
BARUMINI;MEDIO CAPIDANO;Sardegna;SURDELLI;35;278;744;2001
COLLINAS;MEDIO CAPIDANO;Sardegna;COLLINAS;1076;249;753;1001
FURTEI;MEDIO CAPIDANO;Sardegna;FURTEI;1729;90;774;1001
FURTEI;MEDIO CAPIDANO;Sardegna;VIA MARMILLA;40;98;771;2001
GENURI;MEDIO CAPIDANO;Sardegna;GENURI;444;230;734;1001
GESTURI;MEDIO CAPIDANO;Sardegna;GESTURI;1438;310;735;1001
GONNOSFANADIGA;MEDIO CAPIDANO;Sardegna;GONNOSFANADIGA;7179;180;792;1001
GUSPINI;MEDIO CAPIDANO;Sardegna;GUSPINI;12858;130;780;1001
GUSPINI;MEDIO CAPIDANO;Sardegna;MONTEVECCHIO;261;355;776;1002
GUSPINI;MEDIO CAPIDANO;Sardegna;SA ZEPPARA;29;33;756;2001
LAS PLASSAS;MEDIO CAPIDANO;Sardegna;LAS PLASSAS;291;148;746;1001
LAS PLASSAS;MEDIO CAPIDANO;Sardegna;PAULI ARRUIS;25;160;743;2001
LUNAMATRONA;MEDIO CAPIDANO;Sardegna;LUNAMATRONA;1896;180;751;1001
PABILLONIS;MEDIO CAPIDANO;Sardegna;PABILLONIS;2981;40;763;1001
PAULI ARBAREI;MEDIO CAPIDANO;Sardegna;PAULI ARBAREI;692;136;749;1001
SAMASSI;MEDIO CAPIDANO;Sardegna;SAMASSI;5401;56;799;1001
SAN GAVINO MONREALE;MEDIO CAPIDANO;Sardegna;SAN GAVINO MONREALE;9834;54;778;1001
SANLURI;MEDIO CAPIDANO;Sardegna;SANLURI;7912;135;769;1001
SANLURI;MEDIO CAPIDANO;Sardegna;SAN MICHELE;19;69;798;2001
SANLURI;MEDIO CAPIDANO;Sardegna;STROVINA;120;60;786;1002
SARDARA;MEDIO CAPIDANO;Sardegna;SARDARA;4448;155;758;1001
SEGARIU;MEDIO CAPIDANO;Sardegna;SEGARIU;1320;117;770;1001
SERRAMANNA;MEDIO CAPIDANO;Sardegna;COMPAGNIA EVARISTIANI;7;31;817;2001
SERRAMANNA;MEDIO CAPIDANO;Sardegna;SAN MICHELE;3;63;806;2002
SERRAMANNA;MEDIO CAPIDANO;Sardegna;SERRAMANNA;9705;30;814;1001
SERRENTI;MEDIO CAPIDANO;Sardegna;CASE GENNA;8;130;791;2001
SERRENTI;MEDIO CAPIDANO;Sardegna;SERRENTI;5195;114;795;1001
SETZU;MEDIO CAPIDANO;Sardegna;SETZU;184;206;736;1001
SIDDI;MEDIO CAPIDANO;Sardegna;SIDDI;869;184;747;1001
TUILI;MEDIO CAPIDANO;Sardegna;TUILI;1263;208;737;1001
TURRI;MEDIO CAPIDANO;Sardegna;TURRI;572;164;739;1001
USSARAMANNA;MEDIO CAPIDANO;Sardegna;USSARAMANNA;656;158;742;1001
VILLACIDRO;MEDIO CAPIDANO;Sardegna;VILLACIDRO;14264;267;803;1001
VILLAMAR;MEDIO CAPIDANO;Sardegna;SA STALLADA;30;111;754;2001
VILLAMAR;MEDIO CAPIDANO;Sardegna;VILLAMAR;3092;108;757;1001
VILLANOVAFORRU;MEDIO CAPIDANO;Sardegna;VILLANOVAFORRU;733;310;755;1001
VILLANOVAFRANCA;MEDIO CAPIDANO;Sardegna;VILLANOVAFRANCA;1621;300;752;1001
BUGGERRU;CARBONIA IGLESIAS;Sardegna;BUGGERRU;1181;51;818;1001
CALASETTA;CARBONIA IGLESIAS;Sardegna;CALASETTA;2468;9;1027;1001
CALASETTA;CARBONIA IGLESIAS;Sardegna;CUSSORGIA;41;7;1041;2001
CARBONIA;CARBONIA IGLESIAS;Sardegna;ACQUAS CALLENTIS;119;76;939;1001
CARBONIA;CARBONIA IGLESIAS;Sardegna;BACU ABIS;2039;85;913;1002
CARBONIA;CARBONIA IGLESIAS;Sardegna;BARBUSI;511;119;938;1003
CARBONIA;CARBONIA IGLESIAS;Sardegna;BAREGA;112;159;901;2001
CARBONIA;CARBONIA IGLESIAS;Sardegna;CAPUT ACQUAS;56;74;935;2002
CARBONIA;CARBONIA IGLESIAS;Sardegna;CARBONIA;25512;111;950;1004
CARBONIA;CARBONIA IGLESIAS;Sardegna;CORONGIU;21;180;916;1005
CARBONIA;CARBONIA IGLESIAS;Sardegna;CORTOGHIANA;2619;93;934;1006
CARBONIA;CARBONIA IGLESIAS;Sardegna;CUCCURRU SUERGIU;16;150;928;2003
CARBONIA;CARBONIA IGLESIAS;Sardegna;DOMU BECCIA;71;129;920;2004
CARBONIA;CARBONIA IGLESIAS;Sardegna;FLUMENTEPIDO;207;66;945;1007
CARBONIA;CARBONIA IGLESIAS;Sardegna;FUNTANONA;60;40;1008;2005
CARBONIA;CARBONIA IGLESIAS;Sardegna;GENNA CORRIGA;166;119;930;2006
CARBONIA;CARBONIA IGLESIAS;Sardegna;GENNA GONNESA;44;123;927;2007
CARBONIA;CARBONIA IGLESIAS;Sardegna;MEDAU BRAU;32;108;924;2008
CARBONIA;CARBONIA IGLESIAS;Sardegna;MEDAU DESOGUS;174;72;941;1008
CARBONIA;CARBONIA IGLESIAS;Sardegna;MEDAU IS ARRIUS;68;109;985;2009
CARBONIA;CARBONIA IGLESIAS;Sardegna;MEDAU IS FENUS;18;88;948;2010
CARBONIA;CARBONIA IGLESIAS;Sardegna;MEDAU IS FONNENUS;13;206;974;2011
CARBONIA;CARBONIA IGLESIAS;Sardegna;MEDAU IS PEIS;57;113;984;2012
CARBONIA;CARBONIA IGLESIAS;Sardegna;MEDAU IS SERAFINIS;35;61;942;2013
CARBONIA;CARBONIA IGLESIAS;Sardegna;MEDAU IS TOCCUS;53;113;988;2014
CARBONIA;CARBONIA IGLESIAS;Sardegna;MEDAU PIREDDA;69;144;926;2015
CARBONIA;CARBONIA IGLESIAS;Sardegna;MEDAU RUBIU;19;97;958;2016
CARBONIA;CARBONIA IGLESIAS;Sardegna;MEDAU SU CONTI;21;177;977;2017
CARBONIA;CARBONIA IGLESIAS;Sardegna;MEDAU TANAS;21;105;946;2018
CARBONIA;CARBONIA IGLESIAS;Sardegna;MINIERA CORTOGHIANA;35;127;932;2019
CARBONIA;CARBONIA IGLESIAS;Sardegna;PIOLANAS;10;119;936;2020
CARBONIA;CARBONIA IGLESIAS;Sardegna;SEDDARGIA;62;107;918;2021
CARBONIA;CARBONIA IGLESIAS;Sardegna;SIRAI;178;94;951;1009
CARBONIA;CARBONIA IGLESIAS;Sardegna;SIRRI;44;346;943;1010
DOMUSNOVAS;CARBONIA IGLESIAS;Sardegna;BINGIA MANNA;18;145;850;2001
DOMUSNOVAS;CARBONIA IGLESIAS;Sardegna;DOMUSNOVAS;6806;152;837;1001
DOMUSNOVAS;CARBONIA IGLESIAS;Sardegna;SU PARDU;24;152;842;2002
FLUMINIMAGGIORE;CARBONIA IGLESIAS;Sardegna;FLUMINIMAGGIORE;3170;58;810;1001
FLUMINIMAGGIORE;CARBONIA IGLESIAS;Sardegna;PORTIXEDDU;11;5;811;2001
FLUMINIMAGGIORE;CARBONIA IGLESIAS;Sardegna;SANT'ANGELO;30;559;824;2002
GIBA;CARBONIA IGLESIAS;Sardegna;GIBA;1722;59;1069;1001
GIBA;CARBONIA IGLESIAS;Sardegna;VILLARIOS;512;56;1076;1002
GONNESA;CARBONIA IGLESIAS;Sardegna;GONNESA;4484;42;893;1001
GONNESA;CARBONIA IGLESIAS;Sardegna;NURAXI FIGUS;628;110;922;1002
GONNESA;CARBONIA IGLESIAS;Sardegna;SAN GIOVANNI-NORMAN;99;172;875;1003
GONNESA;CARBONIA IGLESIAS;Sardegna;STAZIONE MONTEPONI;41;17;883;2001
GONNESA;CARBONIA IGLESIAS;Sardegna;TERRAS COLLU;8;85;910;2002
IGLESIAS;CARBONIA IGLESIAS;Sardegna;BINDUA;517;98;866;1001
IGLESIAS;CARBONIA IGLESIAS;Sardegna;CORONGIU;62;180;917;1002
IGLESIAS;CARBONIA IGLESIAS;Sardegna;IGLESIAS;25733;200;838;1003
IGLESIAS;CARBONIA IGLESIAS;Sardegna;MASUA;92;95;835;1004
IGLESIAS;CARBONIA IGLESIAS;Sardegna;MONTE AGRUXIAU;212;150;854;2001
IGLESIAS;CARBONIA IGLESIAS;Sardegna;MONTE FIGU;151;144;855;2002
IGLESIAS;CARBONIA IGLESIAS;Sardegna;NEBIDA;1065;175;840;1005
IGLESIAS;CARBONIA IGLESIAS;Sardegna;SAN BENEDETTO;253;375;828;1006
IGLESIAS;CARBONIA IGLESIAS;Sardegna;TANI';47;197;921;2003
MASAINAS;CARBONIA IGLESIAS;Sardegna;CANNIGONIS;90;8;1084;2001
MASAINAS;CARBONIA IGLESIAS;Sardegna;IS CUCCUS;24;19;1085;2002
MASAINAS;CARBONIA IGLESIAS;Sardegna;IS FIASCUS;118;55;1079;2003
MASAINAS;CARBONIA IGLESIAS;Sardegna;IS LAIS;22;69;1088;2004
MASAINAS;CARBONIA IGLESIAS;Sardegna;IS LOIS;17;45;1089;2005
MASAINAS;CARBONIA IGLESIAS;Sardegna;IS MURRONIS;26;11;1087;2006
MASAINAS;CARBONIA IGLESIAS;Sardegna;IS SOLINAS;85;5;1092;2007
MASAINAS;CARBONIA IGLESIAS;Sardegna;MASAINAS;1057;56;1075;1001
MASAINAS;CARBONIA IGLESIAS;Sardegna;SU PRANU;20;15;1081;2008
MUSEI;CARBONIA IGLESIAS;Sardegna;MUSEI;1291;119;852;1001
NARCAO;CARBONIA IGLESIAS;Sardegna;IS AIOS;63;155;960;2001
NARCAO;CARBONIA IGLESIAS;Sardegna;IS CHERCHIS-IS CANES;112;118;971;2002
NARCAO;CARBONIA IGLESIAS;Sardegna;IS MEDDAS;74;109;995;2003
NARCAO;CARBONIA IGLESIAS;Sardegna;IS SAIS INFERIORE;25;137;966;2004
NARCAO;CARBONIA IGLESIAS;Sardegna;IS SAIS SUPERIORE;17;134;964;2005
NARCAO;CARBONIA IGLESIAS;Sardegna;NARCAO;1861;125;963;1001
NARCAO;CARBONIA IGLESIAS;Sardegna;PESUS;36;105;981;1002
NARCAO;CARBONIA IGLESIAS;Sardegna;RIOMURTAS;721;165;953;1003
NARCAO;CARBONIA IGLESIAS;Sardegna;TERRASEO;493;312;940;1004
NARCAO;CARBONIA IGLESIAS;Sardegna;TERRUBIA;87;160;949;1005
NARCAO;CARBONIA IGLESIAS;Sardegna;TERRUBIA STAZIONE;20;143;956;2006
NUXIS;CARBONIA IGLESIAS;Sardegna;ACQUACADDA;190;181;961;1001
NUXIS;CARBONIA IGLESIAS;Sardegna;CRABI';71;200;970;2001
NUXIS;CARBONIA IGLESIAS;Sardegna;IS PINNAS;47;166;991;2002
NUXIS;CARBONIA IGLESIAS;Sardegna;IS PITTAUS;14;165;1001;2003
NUXIS;CARBONIA IGLESIAS;Sardegna;IS SANTUS;14;167;979;2004
NUXIS;CARBONIA IGLESIAS;Sardegna;NUXIS;1198;190;987;1002
NUXIS;CARBONIA IGLESIAS;Sardegna;S'ACQUA CALLENTI DE BASCIU;86;166;998;2005
NUXIS;CARBONIA IGLESIAS;Sardegna;S'ACQUA CALLENTI DE SUSU;33;177;1000;2006
NUXIS;CARBONIA IGLESIAS;Sardegna;SU PEPPI MEREU;25;195;976;2007
PERDAXIUS;CARBONIA IGLESIAS;Sardegna;IS MANAIS;70;106;969;2001
PERDAXIUS;CARBONIA IGLESIAS;Sardegna;IS PILLONIS;25;118;983;2002
PERDAXIUS;CARBONIA IGLESIAS;Sardegna;IS PISTIS;42;82;989;2003
PERDAXIUS;CARBONIA IGLESIAS;Sardegna;IS PORCUS;31;130;965;2004
PERDAXIUS;CARBONIA IGLESIAS;Sardegna;IS SENIS;21;126;996;2005
PERDAXIUS;CARBONIA IGLESIAS;Sardegna;MITZA IUSTA;68;139;967;2006
PERDAXIUS;CARBONIA IGLESIAS;Sardegna;PERDAXIUS;736;98;975;1001
PERDAXIUS;CARBONIA IGLESIAS;Sardegna;PESUS;61;114;978;1002
PERDAXIUS;CARBONIA IGLESIAS;Sardegna;SAN LEONARDO;32;80;993;2007
PERDAXIUS;CARBONIA IGLESIAS;Sardegna;TANCA MANNA;51;104;972;2008
PISCINAS;CARBONIA IGLESIAS;Sardegna;PISCINAS;983;66;1067;1001
PORTOSCUSO;CARBONIA IGLESIAS;Sardegna;BRUNCUTEULA;39;21;980;2001
PORTOSCUSO;CARBONIA IGLESIAS;Sardegna;NURAXI ATZORI;45;34;957;2002
PORTOSCUSO;CARBONIA IGLESIAS;Sardegna;PARINGIANU;679;16;959;1001
PORTOSCUSO;CARBONIA IGLESIAS;Sardegna;PORTOSCUSO;5055;6;929;1002
SAN GIOVANNI SUERGIU;CARBONIA IGLESIAS;Sardegna;AZIENDA AGRARIA INPS;86;8;1052;2001
SAN GIOVANNI SUERGIU;CARBONIA IGLESIAS;Sardegna;BRUNCUTEULA;42;21;982;2002
SAN GIOVANNI SUERGIU;CARBONIA IGLESIAS;Sardegna;CAMPU FRASSOI;21;31;1012;2003
SAN GIOVANNI SUERGIU;CARBONIA IGLESIAS;Sardegna;IS ACHENZAS;19;6;1066;2004
SAN GIOVANNI SUERGIU;CARBONIA IGLESIAS;Sardegna;IS COLLUS;30;5;1050;2005
SAN GIOVANNI SUERGIU;CARBONIA IGLESIAS;Sardegna;IS CORDEDDAS;77;5;1047;2006
SAN GIOVANNI SUERGIU;CARBONIA IGLESIAS;Sardegna;IS GANNAUS;29;25;1031;2007
SAN GIOVANNI SUERGIU;CARBONIA IGLESIAS;Sardegna;IS IMPERAS;66;10;1043;2008
SAN GIOVANNI SUERGIU;CARBONIA IGLESIAS;Sardegna;IS LOCCIS;163;20;1015;2009
SAN GIOVANNI SUERGIU;CARBONIA IGLESIAS;Sardegna;IS LOCCIS DIANA;27;14;1030;2010
SAN GIOVANNI SUERGIU;CARBONIA IGLESIAS;Sardegna;IS MASSAIUS;39;25;1020;2011
SAN GIOVANNI SUERGIU;CARBONIA IGLESIAS;Sardegna;IS MELONIS;18;8;1042;2012
SAN GIOVANNI SUERGIU;CARBONIA IGLESIAS;Sardegna;IS PES;41;21;1013;2013
SAN GIOVANNI SUERGIU;CARBONIA IGLESIAS;Sardegna;IS PISTIS;26;7;1064;2014
SAN GIOVANNI SUERGIU;CARBONIA IGLESIAS;Sardegna;IS PITZUS;75;4;1037;2015
SAN GIOVANNI SUERGIU;CARBONIA IGLESIAS;Sardegna;IS PUESCEDDUS;68;38;1010;2016
SAN GIOVANNI SUERGIU;CARBONIA IGLESIAS;Sardegna;IS SCARTEDDUS;58;20;1029;2017
SAN GIOVANNI SUERGIU;CARBONIA IGLESIAS;Sardegna;IS URIGUS;553;33;1003;1001
SAN GIOVANNI SUERGIU;CARBONIA IGLESIAS;Sardegna;LUXIA COLLU;50;7;1046;2018
SAN GIOVANNI SUERGIU;CARBONIA IGLESIAS;Sardegna;MATZACCARA;577;6;1005;1002
SAN GIOVANNI SUERGIU;CARBONIA IGLESIAS;Sardegna;PISCINI';20;12;1039;2019
SAN GIOVANNI SUERGIU;CARBONIA IGLESIAS;Sardegna;SA CARABIA;20;20;1034;2020
SAN GIOVANNI SUERGIU;CARBONIA IGLESIAS;Sardegna;SAN GIOVANNI SUERGIU;3431;16;1021;1003
SAN GIOVANNI SUERGIU;CARBONIA IGLESIAS;Sardegna;SANTA CATERINA;19;2;1055;2021
SAN GIOVANNI SUERGIU;CARBONIA IGLESIAS;Sardegna;VILLAGGIO PALMAS;383;9;1056;1004
SANTADI;CARBONIA IGLESIAS;Sardegna;BARRANCU MANNU;136;160;1053;2001
SANTADI;CARBONIA IGLESIAS;Sardegna;BARRUA SUSU;46;132;1070;2002
SANTADI;CARBONIA IGLESIAS;Sardegna;CASE DEL FRATE;42;113;1059;2003
SANTADI;CARBONIA IGLESIAS;Sardegna;CRABI';30;129;1071;2004
SANTADI;CARBONIA IGLESIAS;Sardegna;IS CANIS;37;200;1060;2005
SANTADI;CARBONIA IGLESIAS;Sardegna;IS COLLUS;162;96;1049;2006
SANTADI;CARBONIA IGLESIAS;Sardegna;IS COSAS;24;166;1051;2007
SANTADI;CARBONIA IGLESIAS;Sardegna;IS LANGIUS;26;169;1057;2008
SANTADI;CARBONIA IGLESIAS;Sardegna;IS LOIS DE BASCIU;52;158;1033;2009
SANTADI;CARBONIA IGLESIAS;Sardegna;IS PINNAS;77;117;1024;2010
SANTADI;CARBONIA IGLESIAS;Sardegna;IS PIRODDIS;48;144;1026;2011
SANTADI;CARBONIA IGLESIAS;Sardegna;IS PIROSUS;48;191;1019;2012
SANTADI;CARBONIA IGLESIAS;Sardegna;IS PISANUS;27;102;1028;2013
SANTADI;CARBONIA IGLESIAS;Sardegna;IS SABAS;69;143;1023;2014
